date,reference,country,title,author,is_gov,word_count,Body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity
24/10/1998,r981021a_BOE,United Kingdom,Impact of the recent turbulence in international financial markets on the UK economy,King,TRUE,2311,BOE,Bank of England,1998,en,0.9982,-0.372549016,-0.63845426
25/10/1998,r981021a_BOE,United Kingdom,Impact of the recent turbulence in international financial markets on the UK economy,King,TRUE,2311,BOE,Bank of England,1998,en,0.9982,-0.372549016,-0.63845426
26/10/1998,r981021a_BOE,United Kingdom,Impact of the recent turbulence in international financial markets on the UK economy,King,TRUE,2311,BOE,Bank of England,1998,en,0.9982,-0.372549016,-0.63845426
27/10/1998,r981021a_BOE,United Kingdom,Impact of the recent turbulence in international financial markets on the UK economy,King,TRUE,2311,BOE,Bank of England,1998,en,0.9982,-0.372549016,-0.63845426
28/10/1998,r981021a_BOE,United Kingdom,Impact of the recent turbulence in international financial markets on the UK economy,King,TRUE,2311,BOE,Bank of England,1998,en,0.9982,-0.372549016,-0.63845426
29/10/1998,r981021a_BOE,United Kingdom,Impact of the recent turbulence in international financial markets on the UK economy,King,TRUE,2311,BOE,Bank of England,1998,en,0.9982,-0.372549016,-0.63845426
30/10/1998,r981021a_BOE,United Kingdom,Impact of the recent turbulence in international financial markets on the UK economy,King,TRUE,2311,BOE,Bank of England,1998,en,0.9982,-0.372549016,-0.63845426
31/10/1998,r981021a_BOE,United Kingdom,Impact of the recent turbulence in international financial markets on the UK economy,King,TRUE,2311,BOE,Bank of England,1998,en,0.9982,-0.372549016,-0.63845426
01/11/1998,r981101a_BOE,United Kingdom,"Economic policy, with and without forecasts",Budd,FALSE,4690,BOE,Bank of England,1998,en,0.9997,-0.142857142,-0.00011811
01/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
02/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
03/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
04/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
05/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
06/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
07/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
08/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
09/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
10/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
11/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
12/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
13/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
14/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
15/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
16/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
17/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
18/11/1998,r981101b_BOE,United Kingdom,Inflation targeting in practice: the UK experience,Vickers,FALSE,4452,BOE,Bank of England,1998,en,0.9988,-0.406593404,-0.002258514
19/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
20/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
21/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
22/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
23/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
24/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
25/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
26/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
27/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
28/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
29/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
30/11/1998,r981119a_BOE,United Kingdom,Speech,George,FALSE,2363,BOE,Bank of England,1998,en,0.9962,-0.579999994,-0.41871777
01/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
02/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
03/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
04/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
05/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
06/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
07/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
08/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
09/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
10/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
11/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
12/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
13/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
14/12/1998,r981201a_BOE,United Kingdom,Speech,Governor,FALSE,6144,BOE,Bank of England,1998,en,0.999,-0.552447551,0.055477288
15/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
16/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
17/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
18/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
19/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
20/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
21/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
22/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
23/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
24/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
25/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
26/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
27/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
28/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
29/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
30/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
31/12/1998,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
01/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
02/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
03/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
04/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
05/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
06/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
07/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
08/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
09/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
10/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
11/01/1999,r981215a_BOE,United Kingdom,Alice in Euroland,Buiter,FALSE,4574,BOE,Bank of England,1998,en,0.9998,-0.213270141,-0.007071897
12/01/1999,r990112a_BOE,United Kingdom,Speech,George,FALSE,2550,BOE,Bank of England,1999,en,0.9964,-0.52845528,-0.7485165
13/01/1999,r990112a_BOE,United Kingdom,Speech,George,FALSE,2550,BOE,Bank of England,1999,en,0.9964,-0.52845528,-0.7485165
14/01/1999,r990112a_BOE,United Kingdom,Speech,George,FALSE,2550,BOE,Bank of England,1999,en,0.9964,-0.52845528,-0.7485165
15/01/1999,r990112a_BOE,United Kingdom,Speech,George,FALSE,2550,BOE,Bank of England,1999,en,0.9964,-0.52845528,-0.7485165
16/01/1999,r990112a_BOE,United Kingdom,Speech,George,FALSE,2550,BOE,Bank of England,1999,en,0.9964,-0.52845528,-0.7485165
17/01/1999,r990112a_BOE,United Kingdom,Speech,George,FALSE,2550,BOE,Bank of England,1999,en,0.9964,-0.52845528,-0.7485165
18/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
19/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
20/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
21/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
22/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
23/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
24/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
25/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
26/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
27/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
28/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
29/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
30/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
31/01/1999,r990118a_BOE,United Kingdom,Speech,George,FALSE,2434,BOE,Bank of England,1999,en,0.9993,-0.229508195,-0.43686494
01/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
02/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
03/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
04/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
05/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
06/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
07/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
08/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
09/02/1999,r990201a_BOE,United Kingdom,Speech,George,FALSE,1787,BOE,Bank of England,1999,en,0.9997,0.05050505,0.184429
10/02/1999,r990210a_BOE,United Kingdom,Speech,George,FALSE,1862,BOE,Bank of England,1999,en,0.9995,-0.156626504,-0.3455483
11/02/1999,r990210a_BOE,United Kingdom,Speech,George,FALSE,1862,BOE,Bank of England,1999,en,0.9995,-0.156626504,-0.3455483
12/02/1999,r990210a_BOE,United Kingdom,Speech,George,FALSE,1862,BOE,Bank of England,1999,en,0.9995,-0.156626504,-0.3455483
13/02/1999,r990210a_BOE,United Kingdom,Speech,George,FALSE,1862,BOE,Bank of England,1999,en,0.9995,-0.156626504,-0.3455483
14/02/1999,r990210a_BOE,United Kingdom,Speech,George,FALSE,1862,BOE,Bank of England,1999,en,0.9995,-0.156626504,-0.3455483
15/02/1999,r990210a_BOE,United Kingdom,Speech,George,FALSE,1862,BOE,Bank of England,1999,en,0.9995,-0.156626504,-0.3455483
16/02/1999,r990210a_BOE,United Kingdom,Speech,George,FALSE,1862,BOE,Bank of England,1999,en,0.9995,-0.156626504,-0.3455483
17/02/1999,r990210a_BOE,United Kingdom,Speech,George,FALSE,1862,BOE,Bank of England,1999,en,0.9995,-0.156626504,-0.3455483
18/02/1999,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,FALSE,3886,BOE,Bank of England,1999,en,0.9996,-0.362499998,-0.09696722
19/02/1999,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,FALSE,3886,BOE,Bank of England,1999,en,0.9996,-0.362499998,-0.09696722
20/02/1999,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,FALSE,3886,BOE,Bank of England,1999,en,0.9996,-0.362499998,-0.09696722
21/02/1999,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,FALSE,3886,BOE,Bank of England,1999,en,0.9996,-0.362499998,-0.09696722
22/02/1999,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,FALSE,3886,BOE,Bank of England,1999,en,0.9996,-0.362499998,-0.09696722
23/02/1999,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,FALSE,3886,BOE,Bank of England,1999,en,0.9996,-0.362499998,-0.09696722
24/02/1999,r990224a_BOE,United Kingdom,Speech,George,FALSE,2800,BOE,Bank of England,1999,en,0.9992,-0.333333331,-0.23669788
25/02/1999,r990224a_BOE,United Kingdom,Speech,George,FALSE,2800,BOE,Bank of England,1999,en,0.9992,-0.333333331,-0.23669788
26/02/1999,r990224a_BOE,United Kingdom,Speech,George,FALSE,2800,BOE,Bank of England,1999,en,0.9992,-0.333333331,-0.23669788
27/02/1999,r990224a_BOE,United Kingdom,Speech,George,FALSE,2800,BOE,Bank of England,1999,en,0.9992,-0.333333331,-0.23669788
28/02/1999,r990224a_BOE,United Kingdom,Speech,George,FALSE,2800,BOE,Bank of England,1999,en,0.9992,-0.333333331,-0.23669788
01/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
02/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
03/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
04/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
05/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
06/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
07/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
08/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
09/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
10/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
11/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
12/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
13/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
14/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
15/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
16/03/1999,r990301a_BOE,United Kingdom,Speech,George,FALSE,2377,BOE,Bank of England,1999,en,0.9996,-0.051546391,0.08385607
