date,reference,country,title,author,is_gov,word_count,body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity,boe_speech,fed_speech,fsr,mpr,ftse_250,base_rate,brent_price,cpi,euro,ftse_100,gdp_million,gold_price,avg_house_price,1_mo_bond,10_yr_bond,2_yr_bond,unemployment,usd,wage_growth
1999-01-18,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,True,False,False,False,4903.799805,6.0,11.11,1.6,,6123.899902,255773,288,72903.17681,6.026,4.295,4.754,6.2,1.6525,
1999-01-19,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,False,False,False,4874.600098,6.0,11.11,1.6,,6027.600098,255773,288,72903.17681,6.026,4.301,4.749,6.2,1.6575,
1999-01-20,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,False,False,False,4884.899902,6.0,11.11,1.6,,6105.600098,255773,289,72903.17681,6.026,4.266,4.815,6.2,1.6457,
1999-01-21,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,True,False,False,4875.799805,6.0,11.11,1.6,,6022.299805,255773,289,72903.17681,6.026,4.203,4.8,6.2,1.6522,
1999-01-22,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,False,False,False,4829.100098,6.0,11.11,1.6,,5861.200195,255773,288,72903.17681,5.774,4.141,4.749,6.2,1.6563,
1999-01-25,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,False,False,False,4835.200195,6.0,11.11,1.6,,5880.899902,255773,289,72903.17681,5.774,4.201,4.694,6.2,1.6577,
1999-01-26,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,False,False,False,4856.799805,6.0,11.11,1.6,,5885.700195,255773,287,72903.17681,5.774,4.186,4.849,6.2,1.6595,
1999-01-27,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,False,False,False,4903.299805,6.0,11.11,1.6,,5876.399902,255773,284,72903.17681,5.774,4.191,4.845,6.2,1.6467,
1999-01-28,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,False,False,False,4958.899902,6.0,11.11,1.6,,5872.5,255773,287,72903.17681,5.785,4.199,4.835,6.2,1.6495,
1999-01-29,r990118a_BOE,United Kingdom,Speech,George,False,2434,BOE,Bank of England,1999,en,0.9993,-0.229508194840096,-0.43686494,False,False,False,False,5024.200195,6.0,11.11,1.6,,5896.0,255773,288,72903.17681,5.785,4.167,4.838,6.2,1.6458,
1999-02-01,r990201a_BOE,United Kingdom,Speech,George,False,1787,BOE,Bank of England,1999,en,0.9997,0.0505050499948984,0.184429,True,False,False,False,5121.799805,6.0,10.27,1.4,,6012.399902,255773,291,72903.17681,5.785,4.183,4.794,6.1,1.6416,
1999-02-02,r990201a_BOE,United Kingdom,Speech,George,False,1787,BOE,Bank of England,1999,en,0.9997,0.0505050499948984,0.184429,False,False,False,False,5215.299805,6.0,10.27,1.4,,6013.0,255773,291,72903.17681,5.757,4.203,4.824,6.1,1.6395,
1999-02-03,r990201a_BOE,United Kingdom,Speech,George,False,1787,BOE,Bank of England,1999,en,0.9997,0.0505050499948984,0.184429,False,False,False,False,5213.200195,6.0,10.27,1.4,,5940.299805,255773,289,72903.17681,5.757,4.248,4.842,6.1,1.6351,
1999-02-04,r990201a_BOE,United Kingdom,Speech,George,False,1787,BOE,Bank of England,1999,en,0.9997,0.0505050499948984,0.184429,False,False,False,False,5232.600098,5.5,10.27,1.4,,5939.899902,255773,291,72903.17681,5.74,4.343,4.882,6.1,1.645,
1999-02-05,r990201a_BOE,United Kingdom,Speech,George,False,1787,BOE,Bank of England,1999,en,0.9997,0.0505050499948984,0.184429,False,False,False,False,5211.5,5.5,10.27,1.4,,5855.299805,255773,291,72903.17681,5.33,4.287,4.841,6.1,1.6325,
1999-02-08,r990201a_BOE,United Kingdom,Speech,George,False,1787,BOE,Bank of England,1999,en,0.9997,0.0505050499948984,0.184429,False,False,False,False,5205.399902,5.5,10.27,1.4,,5834.899902,255773,291,72903.17681,5.33,4.366,4.74,6.1,1.6395,
1999-02-09,r990201a_BOE,United Kingdom,Speech,George,False,1787,BOE,Bank of England,1999,en,0.9997,0.0505050499948984,0.184429,False,False,False,False,5177.5,5.5,10.27,1.4,,5779.899902,255773,289,72903.17681,5.33,4.337,4.798,6.1,1.6378,
1999-02-10,r990210a_BOE,United Kingdom,Speech,George,False,1862,BOE,Bank of England,1999,en,0.9995,-0.15662650413703,-0.3455483,True,False,False,True,5157.600098,5.5,10.27,1.4,,5770.200195,255773,289,72903.17681,5.33,4.345,4.811,6.1,1.6267,
1999-02-11,r990210a_BOE,United Kingdom,Speech,George,False,1862,BOE,Bank of England,1999,en,0.9995,-0.15662650413703,-0.3455483,False,True,False,False,5187.0,5.5,10.27,1.4,,5888.5,255773,289,72903.17681,5.33,4.347,4.778,6.1,1.622,
1999-02-12,r990210a_BOE,United Kingdom,Speech,George,False,1862,BOE,Bank of England,1999,en,0.9995,-0.15662650413703,-0.3455483,False,False,False,False,5187.700195,5.5,10.27,1.4,,5950.700195,255773,291,72903.17681,5.33,4.509,4.759,6.1,1.634,
1999-02-15,r990210a_BOE,United Kingdom,Speech,George,False,1862,BOE,Bank of England,1999,en,0.9995,-0.15662650413703,-0.3455483,False,False,False,False,5177.200195,5.5,10.27,1.4,,6023.200195,255773,291,72903.17681,5.33,4.524,4.798,6.1,1.6267,
1999-02-16,r990210a_BOE,United Kingdom,Speech,George,False,1862,BOE,Bank of England,1999,en,0.9995,-0.15662650413703,-0.3455483,False,True,False,False,5200.899902,5.5,10.27,1.4,,6108.600098,255773,287,72903.17681,5.33,4.507,4.829,6.1,1.6337,
1999-02-17,r990210a_BOE,United Kingdom,Speech,George,False,1862,BOE,Bank of England,1999,en,0.9995,-0.15662650413703,-0.3455483,False,False,False,False,5174.5,5.5,10.27,1.4,,6078.399902,255773,286,72903.17681,5.33,4.513,4.87,6.1,1.6345,
1999-02-18,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,False,3886,BOE,Bank of England,1999,en,0.9996,-0.362499997734375,-0.09696722,True,False,False,False,5153.899902,5.5,10.27,1.4,,6074.899902,255773,287,72903.17681,5.33,4.511,4.888,6.1,1.6355,
1999-02-19,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,False,3886,BOE,Bank of England,1999,en,0.9996,-0.362499997734375,-0.09696722,False,False,False,False,5173.100098,5.5,10.27,1.4,,6031.200195,255773,290,72903.17681,5.33,4.473,4.863,6.1,1.6223,
1999-02-22,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,False,3886,BOE,Bank of England,1999,en,0.9996,-0.362499997734375,-0.09696722,False,False,False,False,5180.700195,5.5,10.27,1.4,,6069.899902,255773,289,72903.17681,5.33,4.439,4.853,6.1,1.627,
1999-02-23,r990218a_BOE,United Kingdom,The Chancellor's Lecture,George,False,3886,BOE,Bank of England,1999,en,0.9996,-0.362499997734375,-0.09696722,False,False,False,False,5186.399902,5.5,10.27,1.4,,6155.200195,255773,289,72903.17681,5.33,4.396,4.837,6.1,1.6153,
1999-02-24,r990224a_BOE,United Kingdom,Speech,George,False,2800,BOE,Bank of England,1999,en,0.9992,-0.333333330623306,-0.23669788,True,True,False,False,5220.200195,5.5,10.27,1.4,,6307.600098,255773,289,72903.17681,5.33,4.418,4.821,6.1,1.5973,
1999-02-25,r990224a_BOE,United Kingdom,Speech,George,False,2800,BOE,Bank of England,1999,en,0.9992,-0.333333330623306,-0.23669788,False,True,False,False,5226.100098,5.5,10.27,1.4,,6206.5,255773,291,72903.17681,5.33,4.604,4.834,6.1,1.6033,
1999-02-26,r990224a_BOE,United Kingdom,Speech,George,False,2800,BOE,Bank of England,1999,en,0.9992,-0.333333330623306,-0.23669788,False,False,False,False,5248.299805,5.5,10.27,1.4,,6175.100098,255773,289,72903.17681,5.33,4.627,4.924,6.1,1.603,
1999-03-01,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,True,True,False,False,5258.399902,5.5,12.51,1.7,,6060.899902,258286,289,72903.17681,5.33,4.727,4.989,6.1,1.6073,
1999-03-02,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,False,False,False,5277.299805,5.5,12.51,1.7,,6061.299805,258286,289,72903.17681,5.33,4.715,5.06,6.1,1.6159,
1999-03-03,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,True,False,False,5286.899902,5.5,12.51,1.7,,6048.299805,258286,289,72903.17681,5.33,4.808,4.929,6.1,1.6147,
1999-03-04,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,False,False,False,5314.799805,5.5,12.51,1.7,,6101.5,258286,290,72903.17681,5.33,4.813,5.064,6.1,1.6105,
1999-03-05,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,False,False,False,5348.399902,5.5,12.51,1.7,,6205.5,258286,290,72903.17681,5.33,4.659,5.043,6.1,1.6067,
1999-03-08,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,True,False,False,5359.200195,5.5,12.51,1.7,,6208.899902,258286,294,72903.17681,5.33,4.693,4.947,6.1,1.6087,
1999-03-09,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,True,False,False,5375.700195,5.5,12.51,1.7,,6237.700195,258286,294,72903.17681,5.33,4.789,4.941,6.1,1.6187,
1999-03-10,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,True,False,False,5409.0,5.5,12.51,1.7,,6241.5,258286,295,72903.17681,5.33,4.715,5.018,6.1,1.6265,
1999-03-11,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,False,False,False,5493.299805,5.5,12.51,1.7,,6335.700195,258286,296,72903.17681,5.33,4.672,4.961,6.1,1.6366,
1999-03-12,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,True,False,False,5560.799805,5.5,12.51,1.7,,6282.200195,258286,294,72903.17681,5.33,4.66,4.912,6.1,1.6315,
1999-03-15,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,False,False,False,5518.899902,5.5,12.51,1.7,,6206.799805,258286,289,72903.17681,5.33,4.659,4.873,6.1,1.6228,
1999-03-16,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,True,False,False,5519.700195,5.5,12.51,1.7,,6201.899902,258286,285,72903.17681,5.33,4.589,4.888,6.1,1.6285,
1999-03-17,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,False,False,False,5485.299805,5.5,12.51,1.7,,6140.600098,258286,285,72903.17681,5.33,4.539,4.724,6.1,1.63,
1999-03-18,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,False,False,False,5463.299805,5.5,12.51,1.7,,6114.299805,258286,285,72903.17681,5.33,4.536,4.797,6.1,1.6293,
1999-03-19,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,True,False,False,5501.0,5.5,12.51,1.7,,6163.200195,258286,286,72903.17681,5.33,4.551,4.759,6.1,1.6283,
1999-03-22,r990301a_BOE,United Kingdom,Speech,George,False,2377,BOE,Bank of England,1999,en,0.9996,-0.0515463912211712,0.08385607,False,False,False,False,5488.399902,5.5,12.51,1.7,,6152.799805,258286,286,72903.17681,5.33,4.572,4.771,6.1,1.6284,
1999-03-23,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,True,False,False,False,5475.600098,5.5,12.51,1.7,,6060.5,258286,286,72903.17681,5.33,4.601,4.803,6.1,1.6383,
1999-03-24,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5435.5,5.5,12.51,1.7,,6016.700195,258286,285,72903.17681,5.33,4.62,4.8,6.1,1.6343,
1999-03-25,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5462.5,5.5,12.51,1.7,,6085.0,258286,284,72903.17681,5.33,4.595,4.781,6.1,1.6235,
1999-03-26,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5453.899902,5.5,12.51,1.7,,6139.200195,258286,281,72903.17681,5.33,4.651,4.776,6.1,1.6237,
1999-03-29,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5469.399902,5.5,12.51,1.7,,6252.899902,258286,281,72903.17681,5.33,4.647,4.778,6.1,1.6155,
1999-03-30,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5475.799805,5.5,12.51,1.7,,6264.200195,258286,281,72903.17681,5.33,4.62,4.772,6.1,1.6122,
1999-03-31,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5475.200195,5.5,12.51,1.7,,6295.299805,258286,282,72903.17681,5.33,4.576,4.782,6.1,1.6107,
1999-04-01,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5453.299805,5.5,15.29,1.5,,6330.0,258286,282,75995.05261,5.33,4.621,4.743,6.1,1.6023,
1999-04-06,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5456.700195,5.5,15.29,1.5,,6415.299805,258286,282,75995.05261,5.33,4.505,4.789,6.1,1.5913,
1999-04-07,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5498.5,5.5,15.29,1.5,,6473.200195,258286,282,75995.05261,5.33,4.497,4.735,6.1,1.5967,
1999-04-08,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5514.0,5.25,15.29,1.5,,6437.899902,258286,283,75995.05261,5.33,4.513,4.765,6.1,1.6062,
1999-04-09,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5563.5,5.25,15.29,1.5,,6472.799805,258286,283,75995.05261,5.33,4.464,4.755,6.1,1.6075,
1999-04-12,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5558.899902,5.25,15.29,1.5,,6441.200195,258286,285,75995.05261,5.33,4.467,4.712,6.1,1.612,
1999-04-13,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5592.399902,5.25,15.29,1.5,,6513.100098,258286,286,75995.05261,5.33,4.502,4.819,6.1,1.6165,
1999-04-14,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5637.5,5.25,15.29,1.5,,6493.600098,258286,283,75995.05261,5.33,4.504,4.858,6.1,1.6118,
1999-04-15,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5707.299805,5.25,15.29,1.5,,6466.100098,258286,285,75995.05261,5.17,4.512,4.856,6.1,1.6092,
1999-04-16,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5796.200195,5.25,15.29,1.5,,6420.600098,258286,286,75995.05261,5.139,4.518,4.924,6.1,1.6132,
1999-04-19,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5849.399902,5.25,15.29,1.5,,6515.299805,258286,286,75995.05261,5.139,4.506,4.934,6.1,1.6115,
1999-04-20,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5753.600098,5.25,15.29,1.5,,6319.799805,258286,286,75995.05261,5.139,4.453,4.928,6.1,1.6093,
1999-04-21,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5763.399902,5.25,15.29,1.5,,6311.0,258286,286,75995.05261,5.139,4.471,4.893,6.1,1.6056,
1999-04-22,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5792.299805,5.25,15.29,1.5,,6413.600098,258286,285,75995.05261,5.139,4.522,4.912,6.1,1.6168,
1999-04-23,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5784.5,5.25,15.29,1.5,,6428.0,258286,285,75995.05261,5.139,4.546,4.965,6.1,1.6155,
1999-04-26,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5788.600098,5.25,15.29,1.5,,6503.600098,258286,283,75995.05261,5.139,4.569,5.009,6.1,1.612,
1999-04-27,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5808.700195,5.25,15.29,1.5,,6593.600098,258286,284,75995.05261,5.139,4.572,5.019,6.1,1.6172,
1999-04-28,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5813.700195,5.25,15.29,1.5,,6598.799805,258286,284,75995.05261,5.139,4.605,5.05,6.1,1.6133,
1999-04-29,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5816.600098,5.25,15.29,1.5,,6497.600098,258286,289,75995.05261,5.141,4.548,5.073,6.1,1.6092,
1999-04-30,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5849.600098,5.25,15.29,1.5,,6552.200195,258286,289,75995.05261,5.141,4.598,4.982,6.1,1.6095,
1999-05-04,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5887.5,5.25,15.23,1.3,,6533.100098,258286,288,75995.05261,5.141,4.728,5.063,6.0,1.6287,
1999-05-05,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5844.799805,5.25,15.23,1.3,,6401.700195,258286,289,75995.05261,5.141,4.718,5.158,6.0,1.6364,
1999-05-06,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5878.100098,5.25,15.23,1.3,,6406.600098,258286,292,75995.05261,5.141,4.779,5.122,6.0,1.6397,
1999-05-07,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5861.899902,5.25,15.23,1.3,,6356.0,258286,285,75995.05261,5.141,4.789,5.163,6.0,1.6295,
1999-05-10,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5843.299805,5.25,15.23,1.3,,6348.799805,258286,279,75995.05261,5.141,4.774,5.139,6.0,1.6254,
1999-05-11,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,False,5850.0,5.25,15.23,1.3,,6378.299805,258286,280,75995.05261,5.141,4.765,5.07,6.0,1.6231,
1999-05-12,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,False,False,True,5806.899902,5.25,15.23,1.3,,6343.100098,258286,279,75995.05261,5.141,4.713,5.051,6.0,1.6173,
1999-05-13,r990323a_BOE,United Kingdom,Inflation and growth in the service industries,Julius,False,5666,BOE,Bank of England,1999,en,0.9998,-0.152777776716821,0.066016905,False,True,False,False,5815.200195,5.25,15.23,1.3,,6456.600098,258286,279,75995.05261,5.141,4.653,4.994,6.0,1.6204,
1999-05-14,r990514a_BOE,United Kingdom,Leading the way towards sustainable economic growth,George,False,3079,BOE,Bank of England,1999,en,0.9994,-0.012195121876859,-0.041707203,True,False,False,False,5763.600098,5.25,15.23,1.3,,6300.399902,258286,277,75995.05261,5.141,4.81,4.912,6.0,1.619,
1999-05-17,r990517a_BOE,United Kingdom,MPC Two Years On,King,True,6066,BOE,Bank of England,1999,en,0.9999,-0.18139534799351,0.07872331,True,False,False,False,5701.200195,5.25,15.23,1.3,,6165.799805,258286,276,75995.05261,5.141,4.819,5.049,6.0,1.6175,
1999-05-18,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.164556960983816,0.21235114,True,False,False,False,5706.700195,5.25,15.23,1.3,,6206.399902,258286,275,75995.05261,5.141,4.836,5.107,6.0,1.6206,
1999-05-19,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.164556960983816,0.21235114,False,False,False,False,5719.899902,5.25,15.23,1.3,,6266.700195,258286,274,75995.05261,5.141,4.854,5.143,6.0,1.6168,
1999-05-20,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.164556960983816,0.21235114,False,False,False,False,5734.299805,5.25,15.23,1.3,,6368.200195,258286,276,75995.05261,5.141,4.799,5.141,6.0,1.6065,
1999-05-21,r990518a_BOE,United Kingdom,Birmingham City 2000,George,False,2917,BOE,Bank of England,1999,en,0.9997,-0.164556960983816,0.21235114,False,False,False,False,5718.299805,5.25,15.23,1.3,,6353.100098,258286,274,75995.05261,5.141,4.788,5.097,6.0,1.6006,
